location,size,total_sqft,bath,price,bhk
Narayanapura,3 BHK,1566.0,3.0,83.3,3
Sahakara Nagar,4 BHK,2830.0,3.0,195.0,4
Varthur,2 BHK,1091.0,2.0,34.9,2
Rachenahalli,4 BHK,3670.0,4.0,300.0,4
Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4
Yelahanka,3 BHK,1705.0,3.0,95.0,3
Kalyan nagar,3 BHK,1375.0,3.0,75.0,3
Kanakpura Road,1 BHK,525.0,1.0,30.0,1
Thanisandra,2 BHK,1114.0,2.0,39.0,2
7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3
Hebbal,2 BHK,1000.0,2.0,45.0,2
Electronic City,2 BHK,1128.0,2.0,68.75,2
Kanakpura Road,2 BHK,1180.0,2.0,57.0,2
Kanakpura Road,2 BHK,1339.0,2.0,75.0,2
7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2
Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3
Bisuvanahalli,3 BHK,1075.0,3.0,36.0,3
Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2
Mallasandra,3 BHK,1665.0,3.0,86.58,3
Brookefield,2 BHK,1142.0,2.0,70.0,2
Kodbisanhalli,3 BHK,1976.0,3.0,184.0,3
Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2
Subramanyapura,2 BHK,1200.0,2.0,52.0,2
Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2
Magadi Road,2 BHK,884.0,2.0,41.1,2
Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2
KR Puram,2 BHK,1225.0,2.0,46.55,2
Electronic City,2 BHK,1342.0,2.0,73.3,2
Kodigehaali,3 BHK,1320.0,3.0,65.0,3
Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2
Battarahalli,2 BHK,1300.0,2.0,50.0,2
Thigalarapalya,3 BHK,2072.0,4.0,142.0,3
Electronic City,3 BHK,1360.0,2.0,71.0,3
Hosur Road,3 BHK,1145.0,2.0,60.0,3
Uttarahalli,3 BHK,1540.0,2.0,40.0,3
Sarjapur  Road,2 BHK,1278.0,2.0,95.0,2
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1
Kanakpura Road,3 BHK,1100.0,3.0,58.0,3
Bendiganahalli,3 Bedroom,1200.0,3.0,95.0,3
Chandapura,1 BHK,582.5,1.0,15.135,1
Chandapura,2 BHK,1015.0,2.0,25.88,2
Ferrar Nagar,2 BHK,1180.0,2.0,69.0,2
Whitefield,2 BHK,1116.0,2.0,51.91,2
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.79,2
Varthur,2 BHK,1385.0,2.0,80.0,2
Magadi Road,2 BHK,1005.0,2.0,55.78,2
Green Glen Layout,3 BHK,1575.0,3.0,125.0,3
Subramanyapura,2 BHK,975.0,2.0,65.0,2
Hennur Road,3 BHK,1904.0,3.0,120.0,3
Kanakpura Road,1 BHK,525.0,1.0,26.0,1
Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2
Harlur,2 BHK,1174.0,2.0,69.0,2
Whitefield,3 BHK,2225.0,2.0,125.0,3
M.G Road,2 BHK,1250.0,2.0,200.0,2
Jigani,2 BHK,918.0,2.0,52.0,2
Marathahalli,2 BHK,1170.0,2.0,53.0,2
Jakkur,3 BHK,1710.0,3.0,107.0,3
Kambipura,3 BHK,1082.0,2.0,57.5,3
Horamavu Banaswadi,3 BHK,1554.0,3.0,55.0,3
Thanisandra,2 BHK,1142.5,2.0,43.415,2
Hosa Road,2 BHK,1045.0,2.0,98.89,2
Ambedkar Nagar,3 BHK,1935.0,4.0,130.0,3
Lakshminarayana Pura,3 BHK,1680.0,3.0,150.0,3
Hebbal,4 BHK,2470.0,5.0,247.0,4
1st Phase JP Nagar,4 BHK,2825.0,4.0,250.0,4
Hosakerehalli,3 BHK,2480.0,3.0,330.0,3
Kasavanhalli,3 BHK,1799.0,3.0,90.0,3
Attibele,1 BHK,400.0,1.0,11.0,1
Kundalahalli,2 BHK,1047.0,2.0,82.0,2
Kaverappa Layout,2 BHK,1282.0,2.0,87.0,2
Whitefield,2 BHK,1495.0,2.0,79.5,2
Kasavanhalli,4 Bedroom,3260.0,4.0,240.0,4
Koramangala,4 BHK,3500.0,5.0,425.0,4
Sahakara Nagar,3 BHK,1500.0,2.0,95.0,3
Uttarahalli,3 BHK,1540.0,3.0,50.0,3
Hosa Road,3 BHK,1639.0,3.0,80.0,3
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2
Koramangala,2 BHK,1005.0,1.0,110.0,2
Kammasandra,1 BHK,657.5,1.0,18.41,1
Chandapura,3 BHK,1305.0,3.0,33.28,3
Brookefield,3 BHK,1440.0,2.0,68.0,3
Rajaji Nagar,3 BHK,1725.0,3.0,200.0,3
Varthur,3 BHK,1535.0,3.0,65.99,3
Haralur Road,3 BHK,1464.0,3.0,56.0,3
Devarabisanahalli,2 BHK,1350.0,2.0,80.0,2
Giri Nagar,2 BHK,650.0,2.0,42.0,2
Electronics City Phase 1,2 BHK,950.0,2.0,31.0,2
7th Phase JP Nagar,2 BHK,1190.0,2.0,49.98,2
Hennur Road,3 BHK,1891.0,3.0,109.0,3
Hosa Road,2 BHK,1161.0,2.0,55.15,2
Sarjapur,1 BHK,649.5,1.0,17.535,1
Yeshwanthpur,1 BHK,665.0,1.0,36.85,1
Hoodi,2 BHK,1425.0,2.0,80.0,2
Somasundara Palya,2 BHK,1255.0,2.0,67.0,2
Hegde Nagar,3 BHK,2112.95,4.0,145.0,3
Haralur Road,3 BHK,1810.0,3.0,100.0,3
Electronic City Phase II,3 BHK,1400.0,2.0,40.43,3
Vidyaranyapura,3 BHK,1485.0,2.0,67.0,3
Pattandur Agrahara,2 BHK,1025.0,2.0,44.5,2
Whitefield,4 BHK,2268.0,3.0,163.0,4
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3
Vadarpalya,2 BHK,1141.0,2.0,62.0,2
Attibele,1 BHK,400.0,1.0,12.0,1
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3
Rachenahalli,3 BHK,1530.0,2.0,74.5,3
Vittasandra,2 BHK,1246.0,2.0,64.5,2
Kanakapura,1 BHK,711.0,1.0,38.0,1
Haralur Road,2 BHK,1194.0,2.0,46.0,2
Babusapalaya,3 BHK,1358.0,2.0,43.4,3
Hoodi,2 BHK,1420.0,2.0,75.0,2
Nagappa Reddy Layout,2 BHK,1209.0,2.0,50.0,2
Panathur,3 BHK,1315.0,2.0,54.8,3
TC Palaya,3 BHK,1600.0,2.0,65.0,3
Suraksha Nagar,3 BHK,1563.0,3.0,52.0,3
Whitefield,3 BHK,1560.0,2.0,72.0,3
Iblur Village,3 BHK,3235.0,3.0,235.0,3
HSR Layout,2 BHK,1140.0,2.0,46.0,2
JP Nagar,2 BHK,1100.0,2.0,70.0,2
Hebbal,2 BHK,1036.0,2.0,50.0,2
Akshaya Nagar,3 BHK,1662.0,3.0,85.1,3
Yelachenahalli,3 BHK,1464.0,2.0,105.0,3
Yelahanka,2 BHK,1234.0,2.0,80.0,2
Sarjapur  Road,3 BHK,1403.0,3.0,55.0,3
Hebbal,4 BHK,3900.0,4.0,410.0,4
Basava Nagar,2 BHK,1405.0,2.0,70.0,2
Haralur Road,4 BHK,2805.0,4.0,154.0,4
Yeshwanthpur,2 BHK,1161.0,2.0,64.08,2
Kanakpura Road,2 BHK,1290.0,2.0,74.0,2
Yeshwanthpur,3 BHK,2557.0,3.0,141.0,3
2nd Block Hrbr Layout,3 BHK,1480.0,3.0,90.0,3
Old Madras Road,3 BHK,1350.0,3.0,54.54,3
Kadugodi,3 BHK,1580.0,2.0,65.0,3
Sarjapur  Road,2 BHK,1346.0,2.0,61.92,2
Basapura,2 BHK,1200.0,2.0,35.0,2
Channasandra,3 BHK,1340.0,2.0,48.33,3
Jigani,2 BHK,918.0,2.0,48.0,2
Singena Agrahara,3 Bedroom,1500.0,3.0,115.0,3
Yelahanka,2 BHK,1315.0,2.0,85.0,2
Uttarahalli,3 BHK,1330.0,2.0,56.0,3
Mango Garden Layout,3 BHK,1824.0,3.0,125.0,3
7th Phase JP Nagar,3 BHK,1420.0,2.0,96.0,3
Jalahalli East,3 BHK,1260.0,2.0,60.0,3
Hennur Road,3 BHK,1561.0,3.0,95.0,3
Haralur Road,2 BHK,1225.0,2.0,67.38,2
Thanisandra,3 BHK,2144.0,3.0,135.0,3
Electronic City,2 BHK,880.0,2.0,29.0,2
Hoodi,3 BHK,1639.0,3.0,110.0,3
Thanisandra,3 BHK,1240.0,2.0,62.0,3
Haralur Road,2 BHK,1243.0,2.0,46.0,2
Kambipura,3 BHK,1082.0,2.0,56.0,3
Kanakpura Road,3 BHK,1665.0,3.0,86.58,3
Electronic City,2 BHK,1265.0,2.0,56.93,2
Electronic City,3 BHK,1691.0,2.0,102.0,3
Thanisandra,2 BHK,1100.0,2.0,38.0,2
Hosakerehalli,4 BHK,3205.0,5.0,380.0,4
Choodasandra,2 BHK,1115.0,2.0,50.0,2
Mysore Road,2 BHK,1070.0,2.0,45.0,2
Indira Nagar,2 BHK,1128.0,2.0,105.0,2
Budigere,2 BHK,1162.0,2.0,57.0,2
Sai Gardens,2 BHK,1339.0,2.0,55.0,2
Mahadevpura,2 BHK,1192.0,2.0,75.0,2
Haralur Road,3 BHK,1920.0,3.0,115.0,3
Hennur,2 BHK,1255.0,2.0,52.32,2
Rajaji Nagar,2 BHK,1357.0,2.0,115.0,2
Hanumanth Nagar,2 BHK,1225.0,2.0,55.11,2
Whitefield,4 Bedroom,2400.0,4.0,200.0,4
Thanisandra,2 BHK,1093.0,2.0,70.0,2
Basaveshwara Nagar,3 BHK,1865.0,3.0,145.0,3
Kaikondrahalli,2 BHK,1039.0,2.0,80.0,2
Vittasandra,2 BHK,1246.0,2.0,64.5,2
Whitefield,3 BHK,1985.0,3.0,75.0,3
Hosakerehalli,3 BHK,1590.0,3.0,49.0,3
Hunasamaranahalli,4 Bedroom,4000.0,4.0,675.0,4
Electronic City Phase II,2 BHK,775.0,2.0,38.0,2
RWF West Colony,2 BHK,1000.0,2.0,50.0,2
Hebbal Kempapura,3 BHK,1800.0,3.0,175.0,3
Bommasandra,2 BHK,1035.0,2.0,41.0,2
Dasarahalli,3 BHK,1520.0,2.0,75.0,3
Whitefield,2 BHK,1360.0,2.0,95.0,2
Bileshivale,4 Bedroom,6000.0,5.0,400.0,4
Kodigehaali,2 BHK,1117.0,2.0,56.0,2
KR Puram,4 Bedroom,1200.0,4.0,120.0,4
EPIP Zone,2 BHK,1330.0,2.0,92.5,2
Marathahalli,3 BHK,1937.0,3.0,160.0,3
Electronic City,2 BHK,1128.0,2.0,65.49,2
Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2
Panathur,2 BHK,1198.0,2.0,77.0,2
Marathahalli,2 BHK,1152.0,2.0,56.0,2
Frazer Town,2 BHK,1625.0,2.0,75.0,2
Kundalahalli,3 BHK,1397.0,3.0,105.0,3
Yeshwanthpur,3 BHK,1523.0,3.0,170.0,3
Kambipura,2 BHK,883.0,2.0,45.0,2
Kaggalipura,1 BHK,700.0,1.0,38.0,1
Yelahanka,2 BHK,1170.0,2.0,62.5,2
Kanakpura Road,3 BHK,1200.0,2.0,42.0,3
Akshaya Nagar,3 BHK,1897.0,3.0,120.0,3
Haralur Road,3 BHK,1875.0,3.0,110.0,3
Jaya Nagar East,3 BHK,3095.0,3.0,350.0,3
Ambalipura,3 BHK,1390.0,2.0,175.0,3
Yelahanka,3 BHK,1450.0,3.0,65.255,3
Yelahanka,1 BHK,697.0,1.0,45.0,1
Sarjapur  Road,1 BHK,710.0,1.0,27.0,1
Iggalur,2 BHK,910.0,2.0,30.5,2
Sompura,3 BHK,1025.0,2.0,48.0,3
Magadi Road,2 BHK,1000.0,2.0,46.5,2
Sarjapur  Road,4 BHK,3335.0,5.0,300.0,4
Thanisandra,2 BHK,971.5,2.0,36.435,2
Varthur,2 BHK,1024.0,2.0,42.0,2
Electronic City,3 BHK,1620.0,3.0,62.0,3
Whitefield,2 BHK,1254.0,2.0,40.0,2
Banashankari,3 BHK,1300.0,2.0,75.0,3
Hosur Road,3 BHK,1510.0,2.0,105.0,3
Kaggalipura,2 BHK,950.0,2.0,65.0,2
Battarahalli,3 BHK,1945.0,3.0,97.42,3
Uttarahalli,2 BHK,1008.0,2.0,45.0,2
Thanisandra,3 BHK,1265.0,2.0,79.0,3
Hebbal,3 BHK,1255.0,2.0,77.68,3
Kanakpura Road,4 BHK,2689.0,6.0,220.0,4
Sarjapur  Road,3 BHK,1403.0,3.0,51.63,3
Kudlu Gate,3 BHK,1535.0,3.0,85.0,3
Chamrajpet,3 BHK,1475.0,2.0,120.0,3
VGP Layout,2 BHK,1133.0,2.0,55.0,2
Whitefield,3 BHK,1697.0,3.0,94.79,3
Vasanth nagar,3 BHK,1560.0,3.0,188.0,3
Hennur Road,3 BHK,1192.0,2.0,60.0,3
Kasavanhalli,2 BHK,1349.0,2.0,78.0,2
7th Phase JP Nagar,3 BHK,1680.0,3.0,120.0,3
Kalyan nagar,2 BHK,820.0,2.0,39.0,2
Whitefield,4 Bedroom,5000.0,4.0,400.0,4
Kalkere,2 BHK,856.0,2.0,40.0,2
Rajaji Nagar,3 BHK,1621.0,4.0,130.0,3
Bannerghatta Road,3 BHK,1484.0,3.0,52.5,3
Siddapura,4 Bedroom,14000.0,3.0,800.0,4
Yelahanka New Town,1 BHK,500.0,1.0,20.0,1
RWF West Colony,3 BHK,1384.0,3.0,62.28,3
Uttarahalli,2 BHK,1150.0,2.0,49.0,2
Kaggadasapura,4 BHK,2150.0,4.0,100.0,4
Maragondanahalli,3 BHK,1508.0,3.0,70.25,3
Ramamurthy Nagar,2 BHK,1040.0,2.0,50.0,2
TC Palaya,2 Bedroom,1240.0,2.0,60.0,2
Kudlu Gate,3 BHK,1535.0,3.0,78.0,3
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2
Bannerghatta Road,2 BHK,1400.0,2.0,78.0,2
Whitefield,4 Bedroom,4800.0,4.0,525.0,4
Sarjapur  Road,3 BHK,1984.0,4.0,146.0,3
Whitefield,4 Bedroom,3000.0,5.0,250.0,4
Garudachar Palya,3 BHK,1960.0,3.0,160.0,3
Sarjapur  Road,2 BHK,1035.0,2.0,45.0,2
Whitefield,3 BHK,1700.0,3.0,115.0,3
Hosakerehalli,4 BHK,3024.0,5.0,248.0,4
Tumkur Road,3 BHK,1586.0,3.0,100.0,3
Chikka Tirupathi,4 Bedroom,2325.0,4.0,120.0,4
Yelahanka,2 BHK,1120.0,2.0,55.0,2
Sarjapur  Road,2 BHK,1128.0,2.0,59.0,2
Jigani,2 BHK,924.0,2.0,65.0,2
Suraksha Nagar,3 BHK,1600.0,3.0,52.0,3
Amruthahalli,2 BHK,1200.0,2.0,55.0,2
Kannamangala,2 BHK,957.0,2.0,56.0,2
Whitefield,2 BHK,1140.0,2.0,41.0,2
Roopena Agrahara,2 BHK,1050.0,2.0,67.0,2
Whitefield,2 BHK,1190.0,2.0,57.0,2
Kanakpura Road,3 BHK,1558.67,2.0,65.0,3
Whitefield,3 BHK,1403.0,2.0,60.81,3
Kanakpura Road,3 BHK,1542.0,2.0,85.0,3
Haralur Road,4 Bedroom,2750.0,4.0,220.0,4
Iblur Village,4 BHK,3596.0,5.0,290.0,4
Dooravani Nagar,3 BHK,1596.0,3.0,105.0,3
Channasandra,2 BHK,1009.0,2.0,38.34,2
Hosa Road,3 BHK,1726.0,3.0,81.99,3
Kudlu Gate,3 BHK,1535.0,3.0,86.0,3
Whitefield,4 Bedroom,3100.0,4.0,465.0,4
Binny Pete,1 BHK,665.0,1.0,50.75,1
Kalkere,2 BHK,925.0,2.0,48.0,2
Gollahalli,2 BHK,1395.0,2.0,63.59,2
Sonnenahalli,3 BHK,1415.0,2.0,55.0,3
Begur,3 BHK,1419.0,2.0,59.0,3
Kasavanhalli,2 BHK,1121.0,2.0,78.0,2
KR Puram,2 BHK,1100.0,2.0,47.0,2
Hoodi,3 BHK,1606.0,3.0,89.55,3
D Souza Layout,3 BHK,4634.0,4.0,1015.0,3
Old Airport Road,2 BHK,1206.0,2.0,75.0,2
Sarjapur  Road,3 BHK,1495.0,2.0,64.0,3
Electronic City,2 BHK,710.0,2.0,16.0,2
Nagarbhavi,3 BHK,1523.0,2.0,53.4,3
Whitefield,2 BHK,1232.0,2.0,45.0,2
Rachenahalli,1 BHK,680.0,1.0,44.0,1
Hebbal,3 BHK,1355.0,3.0,83.87,3
Thanisandra,3 BHK,1430.0,2.0,51.46,3
Electronic City,2 BHK,1070.0,2.0,56.1,2
Marathahalli,3 BHK,1610.0,3.0,90.0,3
Haralur Road,2 BHK,1140.0,2.0,43.0,2
Raja Rajeshwari Nagar,2 BHK,1143.0,2.0,38.65,2
Jakkur,4 BHK,3467.86,6.0,249.0,4
Rachenahalli,3 BHK,1530.0,2.0,74.4,3
7th Phase JP Nagar,2 BHK,980.0,2.0,69.0,2
Whitefield,3 BHK,1485.0,3.0,65.0,3
Whitefield,3 Bedroom,1500.0,3.0,130.0,3
Whitefield,2 BHK,1280.0,2.0,75.0,2
Thanisandra,2 BHK,1265.0,2.0,85.0,2
Ashwath Nagar,2 BHK,1262.0,2.0,63.0,2
JP Nagar,2 BHK,940.0,2.0,49.0,2
Jigani,3 BHK,1300.0,3.0,150.0,3
Electronic City,2 BHK,890.0,2.0,45.0,2
Hennur Road,3 BHK,2060.0,3.0,149.0,3
Bommanahalli,3 BHK,1730.0,3.0,96.0,3
Yelahanka,3 BHK,2195.0,4.0,127.0,3
Panathur,2 BHK,1085.0,2.0,36.0,2
Hoodi,3 BHK,1639.0,3.0,98.32,3
Vijayanagar,3 BHK,1739.0,3.0,116.0,3
Old Madras Road,2 BHK,935.0,2.0,32.72,2
 Thanisandra,1 RK,510.0,1.0,25.25,1
Nagondanahalli,2 BHK,1178.0,2.0,47.0,2
Chikkalasandra,3 BHK,1375.0,2.0,50.0,3
Chandapura,3 BHK,1065.0,2.0,33.0,3
Koramangala,3 BHK,1835.0,2.0,155.0,3
Hoodi,4 BHK,2090.0,4.0,95.1,4
Lingadheeranahalli,3 BHK,1519.0,3.0,93.0,3
Dommasandra,3 BHK,1267.0,3.0,56.0,3
Sanjay nagar,2 BHK,1150.0,2.0,72.2,2
Marathahalli,2 BHK,1146.0,2.0,70.0,2
Kannamangala,3 BHK,1550.0,3.0,65.0,3
Chandapura,2 BHK,850.0,1.0,18.5,2
Raja Rajeshwari Nagar,3 BHK,1610.0,3.0,74.0,3
Bellandur,2 BHK,921.0,2.0,40.0,2
Sarjapur  Road,3 BHK,1700.0,3.0,110.0,3
Sarjapur,2 BHK,1020.0,2.0,35.0,2
Billekahalli,2 BHK,1090.0,2.0,52.0,2
Thanisandra,2 BHK,1185.0,2.0,42.1,2
Doddathoguru,2 BHK,850.0,2.0,25.0,2
Harlur,2 BHK,1197.0,2.0,84.0,2
Byadarahalli,4 BHK,3500.0,3.0,450.0,4
Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,65.0,2
Yeshwanthpur,3 BHK,1850.0,3.0,100.0,3
Judicial Layout,3 BHK,1300.0,3.0,64.0,3
Kodihalli,4 BHK,3073.0,5.0,696.0,4
Kanakpura Road,2 BHK,900.0,2.0,46.0,2
Bannerghatta Road,3 BHK,1654.0,3.0,100.0,3
Outer Ring Road East,2 BHK,1367.0,2.0,62.0,2
Devanahalli,2 BHK,1010.0,2.0,51.0,2
Vinayaka Nagar,3 BHK,1535.0,3.0,95.0,3
Whitefield,2 BHK,1330.0,2.0,71.0,2
JP Nagar,3 Bedroom,2500.0,3.0,135.0,3
Bhoganhalli,3 BHK,1410.0,3.0,65.0,3
Yelahanka,3 BHK,1614.0,3.0,95.0,3
Neeladri Nagar,2 BHK,1363.0,2.0,68.0,2
GB Palya,2 BHK,930.0,2.0,45.0,2
Kadugodi,3 BHK,1890.0,4.0,127.0,3
Ashwathnagar,3 BHK,2197.0,4.0,280.0,3
Hebbal Kempapura,3 BHK,3522.0,3.0,380.0,3
HRBR Layout,2 BHK,1440.0,2.0,98.0,2
Budigere,1 BHK,764.0,1.0,32.0,1
Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,57.39,3
Hoodi,3 BHK,1445.0,3.0,65.0,3
Kanakpura Road,2 BHK,900.0,1.0,45.0,2
Yelahanka,3 BHK,1381.0,2.0,52.48,3
Basapura,2 BHK,1100.0,2.0,60.0,2
Begur Road,2 BHK,1200.0,2.0,43.2,2
Kasturi Nagar,2 BHK,1080.0,2.0,80.0,2
Jakkur,3 BHK,1865.0,3.0,124.0,3
Sarjapur  Road,3 BHK,1157.0,2.0,75.0,3
Kammasandra,2 BHK,674.0,2.0,29.0,2
Whitefield,3 BHK,1405.0,2.0,78.0,3
Begur Road,2 BHK,1160.0,2.0,44.08,2
Hebbal,3 BHK,1790.0,3.0,127.0,3
Electronic City,2 BHK,1128.0,2.0,65.65,2
Panathur,2 BHK,1180.0,2.0,70.0,2
Varthur,2 BHK,1125.0,2.0,40.0,2
Vittasandra,2 BHK,1246.0,2.0,68.0,2
HSR Layout,2 BHK,1372.0,2.0,61.0,2
Uttarahalli,3 BHK,1330.0,2.0,56.0,3
Binny Pete,3 BHK,2465.0,5.0,234.0,3
Channasandra,2 BHK,1065.0,2.0,35.0,2
Hebbal,2 BHK,687.325,2.0,42.72,2
Belathur,2 BHK,1050.0,2.0,45.0,2
Electronic City,2 BHK,865.0,2.0,42.0,2
Srirampura,3 BHK,1756.0,3.0,100.0,3
Yelahanka,1 BHK,628.0,1.0,24.0,1
Kalena Agrahara,3 BHK,1765.0,3.0,125.0,3
Devanahalli Road,3 BHK,1532.0,3.0,92.0,3
Ejipura,3 BHK,1650.0,3.0,110.0,3
Bhoganhalli,2 BHK,804.1,2.0,69.09,2
Green Woods Layout,2 BHK,1200.0,2.0,66.0,2
Uttarahalli,3 BHK,1385.0,2.0,48.48,3
Craig Park Layout,2 BHK,1010.0,2.0,148.0,2
Whitefield,3 BHK,2225.0,3.0,115.0,3
Immadihalli,2 BHK,1180.0,2.0,48.0,2
Attibele,1 BHK,400.0,1.0,14.0,1
Dommasandra,2 BHK,1200.0,2.0,50.0,2
Whitefield,2 BHK,1272.0,2.0,95.05,2
Whitefield,2 BHK,1205.0,2.0,39.0,2
Kalena Agrahara,2 BHK,980.0,2.0,40.0,2
Ramagondanahalli,3 BHK,1610.0,2.0,111.0,3
Jalahalli,2 BHK,1694.0,2.0,125.0,2
Kaggalipura,2 BHK,950.0,2.0,39.0,2
Muneshwara Nagar,3 BHK,1560.0,2.0,66.0,3
Electronic City,2 BHK,910.0,2.0,42.0,2
Kundalahalli,2 BHK,1291.0,2.0,49.0,2
Varthur,2 BHK,1012.0,2.0,66.5,2
Sarjapur  Road,2 BHK,1282.0,2.0,72.0,2
Kanakpura Road,3 BHK,1843.0,3.0,92.15,3
Chikka Tirupathi,5 Bedroom,3356.0,5.0,105.0,5
Hebbal,4 BHK,2790.0,5.0,198.0,4
EPIP Zone,2 BHK,1330.0,2.0,86.98,2
Konanakunte,3 BHK,1400.0,2.0,73.0,3
Thigalarapalya,2 BHK,1297.0,2.0,103.0,2
Sarjapur  Road,1 BHK,615.0,1.0,17.835,1
Vijayanagar,3 BHK,1490.0,3.0,100.0,3
Rayasandra,3 BHK,1373.0,3.0,72.0,3
HSR Layout,3 BHK,1750.0,3.0,95.0,3
Malleshpalya,2 BHK,1052.0,2.0,50.0,2
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,38.24,2
JP Nagar,2 BHK,1120.0,2.0,33.6,2
Kanakapura,2 BHK,1090.0,2.0,32.69,2
Uttarahalli,3 BHK,1330.0,2.0,46.55,3
Hosur Road,3 BHK,1427.0,2.0,80.63,3
Begur,3 BHK,1580.0,3.0,75.0,3
Chikka Tirupathi,3 Bedroom,1808.0,4.0,80.27,3
Rajaji Nagar,4 BHK,3516.0,4.0,540.0,4
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2
Kanakpura Road,2 BHK,900.0,2.0,46.0,2
Kanakpura Road,2 BHK,900.0,2.0,46.0,2
Lakshmi Layout,3 BHK,1390.0,3.0,120.0,3
Bisuvanahalli,2 BHK,845.0,2.0,33.0,2
Yelahanka,3 BHK,1537.0,3.0,120.0,3
Hoodi,3 BHK,1512.0,3.0,75.77,3
Jigani,3 BHK,1230.0,3.0,54.0,3
Thirumenahalli,3 BHK,1378.0,2.0,42.33,3
Whitefield,2 BHK,1277.0,2.0,61.3,2
Hebbal,3 BHK,1985.0,4.0,189.0,3
KPC Layout,2 BHK,1210.0,2.0,62.0,2
Ardendale,4 BHK,3198.0,4.0,200.0,4
Hebbal,4 BHK,2483.0,5.0,215.0,4
Sarjapur  Road,4 BHK,4111.0,4.0,310.0,4
Electronic City,2 BHK,975.0,2.0,37.5,2
Rajiv Nagar,3 BHK,1690.0,3.0,125.0,3
Hosa Road,2 BHK,1063.0,2.0,31.89,2
Daadys Gaarden Layout,3 BHK,1600.0,3.0,80.0,3
Bommanahalli,1 BHK,520.0,1.0,19.5,1
Munnekollal,3 BHK,1390.0,3.0,68.0,3
Whitefield,2 BHK,1185.0,2.0,40.0,2
Sahakara Nagar,2 BHK,1219.0,2.0,48.0,2
Kudlu Gate,3 BHK,1564.0,2.0,92.0,3
Sarjapur  Road,4 BHK,3430.0,6.0,228.5,4
Hosa Road,2 BHK,1100.0,2.0,37.1,2
Kothannur,3 BHK,1300.0,2.0,60.0,3
Hennur Road,3 BHK,1482.0,2.0,92.0,3
Marsur,3 Bedroom,1000.0,4.0,66.0,3
Marathahalli,3 BHK,1469.0,3.0,89.0,3
Balagere,2 BHK,1205.0,2.0,78.5,2
Gubbalala,3 BHK,1745.0,3.0,125.0,3
AECS Layout,2 BHK,1028.0,2.0,42.0,2
Frazer Town,3 BHK,1700.0,3.0,180.0,3
Karuna Nagar,3 BHK,1200.0,2.0,34.0,3
Kodihalli,3 BHK,2700.0,4.0,270.0,3
Kallumantapa,2 BHK,1100.0,2.0,50.0,2
Kaverappa Layout,2 BHK,1269.72,2.0,68.0,2
Electronic City Phase II,2 BHK,1266.0,2.0,59.0,2
Mysore Road,2 BHK,1060.0,2.0,62.0,2
Malimakanapura,3 Bedroom,1168.0,3.0,70.0,3
Medahalli,2 BHK,1552.0,2.0,51.0,2
Talaghattapura,3 BHK,2038.5,3.0,120.0,3
Attibele,1 BHK,500.0,1.0,17.0,1
Rustam Bagh Layout,2 BHK,1300.0,2.0,65.0,2
Electronics City Phase 1,2 BHK,920.0,2.0,33.0,2
Harlur,2 BHK,1310.0,2.0,50.0,2
Garden Layout,3 BHK,1515.0,3.0,93.93,3
Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,53.8,2
Konanakunte,4 BHK,3000.0,4.0,160.0,4
Rachenahalli,3 BHK,1530.0,2.0,74.39,3
Judicial Layout,3 BHK,2070.0,3.0,162.0,3
Yelahanka,3 BHK,1815.0,3.0,82.0,3
Sarjapur  Road,4 BHK,3900.0,4.0,300.0,4
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2
Hennur Road,2 BHK,1232.0,2.0,89.0,2
Binny Pete,3 BHK,1282.0,3.0,178.0,3
Yelahanka,1 BHK,654.0,1.0,38.4,1
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3
T K Reddy Layout,3 BHK,1616.0,3.0,75.0,3
Whitefield,3 BHK,1306.0,3.0,54.65,3
Whitefield,3 BHK,1626.0,3.0,89.0,3
Whitefield,3 BHK,1585.0,3.0,88.0,3
Kanakpura Road,2 BHK,1495.0,2.0,90.0,2
Old Madras Road,4 BHK,3715.0,6.0,224.5,4
Kaikondrahalli,3 BHK,1645.0,3.0,100.0,3
